序號,ns1:name3,ns1:SP_DESC,ns1:EP_DESC,ns1:CITY,ns1:TOWN,ns1:MGR_MCH,ns1:B_LENGTH,緯度,ns1:coordinates
bike1001,臺中市甲后線自行車道建置工程,后里區火車站,大甲區火車站,台中市,后里區外埔區大甲區,觀旅局,35200,24.331076,120.741584
bike1002,臺中市山線自行車道,后里區義理橋,霧峰區烏溪橋,台中市,,臺中市政府,48000,24.34674109,120.7425073
bike1003,豐原大道(104),國豐路與豐勢路三段535巷路口,西勢路與豐栗路口,台中市,,臺中市政府觀光旅遊局,860,24.269408,120.747376
bike1004,大坑環山路線自行車道,東山路二段,太原路三段,台中市,,台中市政府交通局,16400,24.19886,120.7783
bike1005,新社水井七分自行車道,,,台中市,新社區,臺中市政府,20600,24.240829,120.787369
bike1006,新社大南自行車道,,,台中市,新社區,臺中市政府,17500,24.226521,120.805313
bike1007,東勢忠孝街自行車道,,,台中市,東勢區,,,,
bike1008,海濱路,,,台中市,清水區,,,,
bike1009,大度路三段(南側),中央北路,立德路,台北市,,臺北市政府,1400,25.12373642,121.464318
bike1010,大度路3段(北側),中央北路,立德路,台北市,,臺北市政府,1400,25.12437267,121.4649671
bike1011,關渡路西側人行道,大度路,知行路,台北市,,臺北市政府,500,25.11845685,121.4689958
bike1012,環河南路2段(東南側),西藏路,長順街,台北市,,臺北市政府,110,25.03055033,121.4901209
bike1013,環河南路2段(西側),長順街,雙園街,台北市,,臺北市政府,95,25.03137663,121.4907271
bike1014,華江國小周遭,,,台北市,,臺北市政府,350,25.03377044,121.4908585
bike1015,艋舺大道,西園路,雙園街,台北市,,臺北市政府,610,25.030623,121.493382
bike1016,環河南路2段(東側),和平西路3段,和平西路3段302巷,台北市,,臺北市政府,23,25.03426864,121.4934629
bike1017,環河南路2段東側人行道,廣州街,和平西路3段302巷,台北市,,臺北市政府,151,25.03522614,121.4945626
bike1018,和平西路3段(北側1),環河南路2段,和平西路3段218巷,台北市,,臺北市政府,202,25.03550805,121.4946055
bike1019,東園街東側及東園街35巷北側,西藏路,東園街67巷,台北市,,臺北市政府,310,25.02812973,121.4953888
bike1020,大業路自行車道,大業路517巷,大業路452巷,台北市,,臺北市政府,120,25.13349841,121.495657
bike1021,西藏路（南側1）,西園路2段,西藏路199巷,台北市,,臺北市政府,410,25.02856719,121.4956999
bike1022,大業路452巷人行道,大業路,北投路2段,台北市,,臺北市政府,328,25.13157035,121.4962578
bike1023,大業路,大度路,大業路452巷,台北市,,臺北市政府,1300,25.13149994,121.49629
bike1024,大業路人行道,大業路452巷,大業路525巷,台北市,,臺北市政府,332,25.13424145,121.4962953
bike1025,捷運新北投站周遭,,,台北市,,臺北市政府,350,25.13487766,121.4963543
bike1026,洲美快速道路下平面車道(延平北路7段西側人行道),堤防邊平面人行道,通河西街,台北市,,臺北市政府,340,25.09603434,121.4969659
bike1027,桂林路北側人行道,環河南路2段,西昌街,台北市,,臺北市政府,320,25.03857493,121.4972609
bike1028,西藏路(北側),莒光路333巷,莒光路299巷,台北市,,臺北市政府,55,25.02935462,121.4973629
bike1029,萬大路(東側),富民路,環河快速道路,台北市,,臺北市政府,290,25.01929266,121.4974594
bike1030,莒光路(南側-1),莒光路333巷,莒光路299巷,台北市,,臺北市政府,138,25.03097806,121.4975613
bike1031,莒光路(北側),西園路2段113巷,興寧街,台北市,,臺北市政府,64,25.03116277,121.4983177
bike1032,育仁路(南),中央北路1段,豐年路1段,台北市,,臺北市政府,36,25.13378373,121.4984491
bike1033,萬大路423巷(南北側),萬大路,萬大路423巷48弄,台北市,,臺北市政府,200,25.02152386,121.4987844
bike1034,洲美街,13號道路,北投焚化爐,台北市,,臺北市政府,400,25.11030633,121.4990258
bike1035,莒光路(南側),莒光路299巷,萬大路,台北市,,臺北市政府,120,25.03103153,121.4991117
bike1036,莒光路299巷(西側),莒光路,西藏路,台北市,,臺北市政府,240,25.03101209,121.4991117
bike1037,和平西路3段(北側2),西園路1段,和平西路3段109巷,台北市,,臺北市政府,92,25.0353671,121.4993852
bike1038,西園路1段(東側),廣州街,和平西路3段,台北市,,臺北市政府,140,25.03535737,121.4993933
bike1039,長沙公園周遭,環河南路1段,長沙街2段,台北市,,臺北市政府,120,25.04127965,121.5000504
bike1040,承德路7段(東側),石牌路,大度路,台北市,,臺北市政府,1430,25.12090481,121.5002704
bike1041,和平-西園-廣州街區塊,,,台北市,,臺北市政府,486,25.03534037,121.500375
bike1042,北投路1段,三合街2段,大業路280巷,台北市,,臺北市政府,162,25.12768502,121.5005064
bike1043,莒光路北側人行道,萬大路,汕頭街54巷,台北市,,臺北市政府,37,25.03122595,121.5006673
bike1044,和平西路3段(南側),康定路,和平西路三段88巷,台北市,,臺北市政府,92,25.03508519,121.5012628
bike1045,社中街,延平北路6段,延平北路6段258巷,台北市,,臺北市政府,229,25.09049609,121.5013808
bike1046,康定路,桂林路,老松國小側門,台北市,,臺北市政府,120,25.03829303,121.5017939
bike1047,桂林路(南側),康定路,昆明街,台北市,,臺北市政府,184,25.03830275,121.501826
bike1048,中和街/大業路周遭,,,台北市,,臺北市政府,400,25.13893759,121.5019494
bike1049,和平西路3段,康定路,昆明路,台北市,,臺北市政府,324,25.03505846,121.5022364
bike1050,康定路(東側),成都路,內江路,台北市,,臺北市政府,204,25.04174379,121.5023088
bike1051,內江街(北側),康定路,昆明街,台北市,,臺北市政府,214,25.04173893,121.5023383
bike1052,青年路與水源路交叉口,,,台北市,,臺北市政府,50,25.02116901,121.5026092
bike1053,磺港路、大興街,,,台北市,,臺北市政府,350,25.13284885,121.5029432
bike1054,桂林路(北側),昆明街,桂林路57巷,台北市,,臺北市政府,80,25.03819582,121.5030062
bike1055,艋舺大道(東側),和平西路3段52巷,西園路,台北市,萬華區,台北市政府,610,25.033573,121.503339
bike1056,中華路2段300巷13弄,西藏路,中華路2段364巷,台北市,,臺北市政府,150,25.02921852,121.5036272
bike1057,立農街1段(南側),立農街1段257巷,立農街1段187巷,台北市,,臺北市政府,147,25.12001354,121.5038002
bike1058,青年公園周邊之國興路及青年路,青年路及國興路,水源路,台北市,,臺北市政府,1923,25.02016764,121.5040255
bike1059,大業路東側人行道,承德路7段,光明路,台北市,,臺北市政府,2480,25.13685179,121.5041703
bike1060,中華路2段(東北側),西藏路,泉州街,台北市,,臺北市政府,630,25.02991116,121.5041944
bike1061,西藏路(南側2),中華路2段,汀州路1段,台北市,,臺北市政府,319,25.02991845,121.5042078
bike1062,水源路(北側),青年路,國興路,台北市,,臺北市政府,517,25.02000237,121.5042132
bike1063,西寧南路50巷,昆明街,武昌街2段82巷,台北市,,臺北市政府,50,25.04449218,121.5052915
bike1064,中華路2段(西南側),中華路2段416巷,國興路,台北市,,臺北市政府,350,25.02788669,121.5058708
bike1065,開封街2段(北側),昆明街,西寧南路,台北市,,臺北市政府,110,25.04688088,121.506021
bike1066,公?路西側及228巷北側,,,台北市,,臺北市政府,450,25.12542661,121.5060478
bike1067,環河北路1段(東側),忠孝西路,長安西路,台北市,,臺北市政府,377,25.04925251,121.5061498
bike1068,昆明街(東西側),忠孝西路2段,洛陽街,台北市,,臺北市政府,100,25.0479209,121.5061605
bike1069,忠孝西路2段(北側),西寧北路,環河北路,台北市,,臺北市政府,135,25.04913102,121.5063483
bike1070,南海路北側 人行道,三元街,國興路,台北市,,臺北市政府,430,25.02619516,121.5065038
bike1071,中華路兩側,忠孝西路,愛國西路,台北市,,臺北市政府,2400,25.03754211,121.5067559
bike1072,鄭州路(北側),環河北路1段,捷運淡水線,台北市,,臺北市政府,1240,25.05083682,121.506815
bike1073,停管處之大客貨車停車場南側自行車道,環河北路(淡3水門),(淡水河)延平河濱自行車道,台北市,,臺北市政府,109,25.05059383,121.5069222
bike1074,市民大道(北側),研究院路,環河北路(淡3水門),台北市,,臺北市政府,11260,25.0508271,121.5070027
bike1075,和平西路2段(北側),延平南路,和平西路2段31巷,台北市,,臺北市政府,700,25.03201337,121.5070939
bike1076,公?路(西側),公?路228巷,三合街2段,台北市,,臺北市政府,122,25.1275126,121.5075177
bike1077,三元街(西南側2),泉州街,和平西路二段104巷,台北市,,臺北市政府,640,25.03043368,121.5076464
bike1078,貴陽街1段北側人行道,中華路1段,延平南路,台北市,,臺北市政府,100,25.0392262,121.5076679
bike1079,廣州街(北側),延平南路,博愛路,台北市,,臺北市政府,317,25.03568303,121.5077376
bike1080,三元街(東北側2),和平西路二段104巷,和平西路二段98巷,台北市,,臺北市政府,267,25.03054061,121.5078449
bike1081,廣州街8巷(東側),廣州街8巷,中華路2段75巷,台北市,,臺北市政府,184,25.03550805,121.5083384
bike1082,廣州街(南側),8巷,博愛路,台北市,,臺北市政府,251,25.03547403,121.5083545
bike1083,延平南路(東側2),中華路1段85巷,延平南路133巷,台北市,,臺北市政府,23,25.03788477,121.5084055
bike1084,環河快速道路(北側),國興路,中華路2段,台北市,,臺北市政府,370,25.02285089,121.5084672
bike1085,南海路(西側),三元街,汀州路1段,台北市,,臺北市政府,199,25.02901194,121.5085463
bike1086,貴陽街1段(北側),延平南路,桃源街,台北市,,臺北市政府,150,25.03912414,121.5087461
bike1087,貴陽街1段(南側),延平南路,博愛路,台北市,,臺北市政府,184,25.03904152,121.5087569
bike1088,延平南路(東側1),寶慶路,貴陽街1段,台北市,,臺北市政府,281,25.03912414,121.508773
bike1089,三元街(西南側),,,台北市,,臺北市政府,640,25.02943725,121.50893
bike1090,酒泉街,環河北路2段,大龍街,台北市,,臺北市政府,668,25.07210146,121.5092826
bike1091,南海路(北側),和平西路2段,羅斯福路1段,台北市,,臺北市政府,900,25.03059894,121.5092987
bike1092,寶慶路(南側),延平南路,重慶南路1段,台北市,,臺北市政府,372,25.04165145,121.5094972
bike1093,寶慶路(北側),桃源街,懷寧街,台北市,,臺北市政府,357,25.04171463,121.509524
bike1094,安西街(東側),延平北路2段272巷,涼州街,台北市,,臺北市政府,158,25.0620503,121.5097879
bike1095,三元街(東北側1),和平西路2段98巷,寧波西街,台北市,,臺北市政府,138,25.02875676,121.5099129
bike1096,中華路2段(南側),寧波西街,中華路2段467巷,台北市,,臺北市政府,100,25.02457651,121.5101785
bike1097,桃源街兩側人行道,寶慶路,貴陽街,台北市,,臺北市政府,480,25.03901721,121.5101892
bike1098,長沙街1段 (雙側),延平南路,桃源街,台北市,,臺北市政府,184,25.04018854,121.5103528
bike1099,長沙街(北側),桃源街,博愛路,台北市,,臺北市政府,90,25.04019339,121.5103716
bike1100,環河北路2段(東側),敦煌路,酒泉街,台北市,,臺北市政府,450,25.07638698,121.5105486
bike1101,重慶北路4段,中正路,重慶北路4段１巷,台北市,,臺北市政府,821,25.08634709,121.5106237
bike1102,博愛路(兩側愛國),愛國西路,延平南路,台北市,,臺北市政府,2660,25.03589688,121.5107954
bike1103,文林北路東側人行道,福國路,承德路7段,台北市,,臺北市政府,1370,25.11096695,121.5111172
bike1104,博愛路(西側),長沙街1段,貴陽街1段,台北市,,臺北市政府,120,25.03999898,121.5112513
bike1105,博愛路東側人行道,寶慶路,貴陽街1段,台北市,,臺北市政府,221,25.03893945,121.5112567
bike1106,忠孝西路(兩側),延平北路,重慶北路,台北市,,臺北市政府,271,25.04816876,121.5112835
bike1107,貴陽街1段(兩側),博愛路,中山南路,台北市,,臺北市政府,1200,25.03894917,121.5112889
bike1108,三元街(西南側1),泉州街,寧波西街,台北市,,臺北市政府,750,25.02789155,121.5113211
bike1109,博愛路(東側),忠孝西路1段,開封街1段,台北市,,臺北市政府,160,25.04601094,121.5113586
bike1110,博愛路(兩側),寶慶路,重慶南路1段118巷,台北市,,臺北市政府,66,25.0418167,121.511423
bike1111,民權西路至民權東路5段(雙側),延平北路2段,塔悠路,台北市,,臺北市政府,11460,25.0630829,121.5115517
bike1112,北平西路(南側),北平西路,重慶北路1段,台北市,,臺北市政府,60,25.04814689,121.5118723
bike1113,市民大道1至4段(南側),延平北路1段,光復南路,台北市,,臺北市政府,4100,25.0496413,121.5119863
bike1114,寧波西街,和平西路2段,重慶南路2段,台北市,,臺北市政府,308,25.02911159,121.5122223
bike1115,重慶南路1段(西側),寶慶路,重慶南路1段118巷,台北市,,臺北市政府,85,25.04095159,121.5129948
bike1116,凱達格蘭大道兩側人行道,重慶南路,中山北路,台北市,,臺北市政府,870,25.03982402,121.5130377
bike1117,重慶北路1至3段,敦煌路,市民大道,台北市,,臺北市政府,2950,25.04956355,121.5135097
bike1118,泉州街(西側),南海路,寧波西街,台北市,,臺北市政府,232,25.03163181,121.5136063
bike1119,重慶南路2段7巷(北側),重慶南路2段,牯嶺街,台北市,,臺北市政府,28,25.03321999,121.5136895
bike1120,懷寧街,凱達格蘭大道,貴陽街1段,台北市,,臺北市政府,458,25.03873046,121.5137565
bike1121,汀州路2段,泉州街,汀州路2段6巷,台北市,,臺北市政府,180,25.02617571,121.5139657
bike1122,敦煌路(南北側),重慶北路4段,承德路4段,台北市,,臺北市政府,434,25.07646472,121.5140247
bike1123,襄陽路(南側),懷寧街,公園路,台北市,,臺北市政府,221,25.04338166,121.5141213
bike1124,承德路5段(東西側),士商路,中正路,台北市,,臺北市政府,1164,25.09601491,121.5143251
bike1125,石牌國小周遭,致遠二路,石牌路1段,台北市,,臺北市政府,1020,25.11503739,121.5146738
bike1126,南京東西路,南京東路5段291巷,寧夏路,台北市,,臺北市政府,10420,25.05416573,121.5147972
bike1127,文林北路75巷南側,,,台北市,,臺北市政府,256,25.10596856,121.5148026
bike1128,寧夏路,保安街,平陽街,台北市,,臺北市政府,440,25.05956471,121.5148079
bike1129,公園路,襄陽路,貴陽街1段,台北市,,臺北市政府,531,25.03865756,121.5151942
bike1130,公園路(東側2),凱達格蘭大道,愛國西路,台北市,,臺北市政府,450,25.03523344,121.5153068
bike1131,士商路西側人行道,中正路,臺灣科教館,台北市,,臺北市政府,500,25.09626753,121.5154141
bike1132,公園路（東側1）,凱達格蘭大道,常德街,台北市,,臺北市政府,180,25.03961016,121.5156341
bike1133,庫倫街,大龍街,承德路3段,台北市,,臺北市政府,256,25.072014,121.5159345
bike1134,大龍街2,哈密街,酒泉街,台北市,,臺北市政府,112,25.07299551,121.5159881
bike1135,大龍街1,民族西路,昌吉街,台北市,,臺北市政府,279,25.06708691,121.5160176
bike1136,重慶南路(東西側),和平西路,愛國西路,台北市,,臺北市政府,1874,25.02730341,121.5160847
bike1137,福州街(西北側),重慶南路3段,南昌路2段,台北市,,臺北市政府,300,25.0273909,121.516149
bike1138,和平西路1段南昌(北側),南昌路2段,重慶南路3段,台北市,,臺北市政府,470,25.02727425,121.5162027
bike1139,福州街(東南側),南昌路2段,福州街10巷,台北市,,臺北市政府,51,25.02733257,121.5162027
bike1140,福州街,和平西路1段,牯嶺街,台北市,,臺北市政府,166,25.02734229,121.5162456
bike1141,和平西路1段(北側),重慶南路3段,羅斯福路2段,台北市,,臺北市政府,650,25.02731313,121.5162671
bike1142,南昌路1段(兩側),重慶南路2段7巷,南海路,台北市,,臺北市政府,508,25.03244595,121.5163475
bike1143,石牌路2段(南側),90巷,天母西路,台北市,,臺北市政府,628,25.1172037,121.5165031
bike1144,中山南路(西側1),信義路1段,愛國西路,台北市,,臺北市政府,400,25.03490535,121.5165138
bike1145,太原路,五原路,平陽街,台北市,,臺北市政府,160,25.05518141,121.5166211
